customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,had_delivery_delay,had_customer_service_contact,had_complaint,inconsistency_reason
312,57,Sul,118,50312,392.74,5,41.08,2,3,3,55.88,3,1,2,0.0,0,5,3.5,1,1,1,atraso_maior_que_tempo_entrega
313,44,Sudeste,99,50313,787.5,4,3.77,8,2,2,39.53,1,2,9,4.1,0,6,0.8,1,1,1,atraso_maior_que_tempo_entrega
314,57,Sudeste,111,50314,265.48,5,12.86,2,2,4,38.92,3,0,10,2.0,0,4,0.0,1,0,1,atraso_maior_que_tempo_entrega
319,35,Norte,107,50319,27.57,1,44.05,11,14,1,26.09,2,0,3,2.8,0,2,6.6,1,0,1,desconto_maior_que_pedido
349,35,Norte,14,50349,199.86,6,35.78,8,3,4,32.52,3,0,4,4.1,0,3,2.1,1,0,1,atraso_maior_que_tempo_entrega
350,39,Sul,97,50350,22.06,5,41.75,4,8,3,31.92,1,1,7,3.8,0,5,1.3,1,1,1,desconto_maior_que_pedido
355,30,Nordeste,72,50355,486.17,2,83.69,10,5,5,52.08,2,2,1,0.6,0,7,3.3,1,1,1,atraso_maior_que_tempo_entrega
357,37,Nordeste,35,50357,174.4,1,8.98,1,3,3,29.27,2,0,6,2.8,0,2,2.4,1,0,1,atraso_maior_que_tempo_entrega
360,56,Sudeste,52,50360,28.27,3,30.59,4,13,3,37.13,3,0,10,1.9,0,3,0.7,1,0,1,desconto_maior_que_pedido
367,18,Centro-Oeste,70,50367,45.74,3,3.66,10,2,2,44.48,1,2,10,3.1,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
372,65,Centro-Oeste,62,50372,755.2,1,3.38,11,2,2,50.84,3,3,2,9.2,1,5,3.8,1,1,1,atraso_maior_que_tempo_entrega
386,24,Nordeste,11,50386,128.93,5,23.99,1,3,3,39.89,2,0,8,4.1,0,2,1.6,1,0,1,atraso_maior_que_tempo_entrega
388,69,Norte,3,50388,197.86,4,30.33,5,3,5,37.07,2,0,8,2.6,0,4,0.0,1,0,1,atraso_maior_que_tempo_entrega
392,58,Sudeste,78,50392,73.27,6,95.71,10,8,4,32.88,2,3,3,1.6,0,6,2.4,1,1,1,desconto_maior_que_pedido
404,45,Norte,37,50404,584.88,4,37.6,10,2,3,50.13,2,1,1,5.7,0,3,4.7,1,1,1,atraso_maior_que_tempo_entrega
407,64,Sul,110,50407,576.64,4,1.5,2,2,7,30.6,2,0,10,0.9,0,2,0.0,1,0,1,atraso_maior_que_tempo_entrega
409,36,Norte,96,50409,912.65,1,6.72,11,4,5,40.62,3,5,0,0.0,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
428,25,Sudeste,37,50428,683.67,5,7.12,4,3,3,37.46,1,1,7,2.5,0,7,1.1,1,1,1,atraso_maior_que_tempo_entrega
442,38,Centro-Oeste,66,50442,37.84,2,74.94,9,10,3,37.44,3,5,0,1.3,0,11,2.3,1,1,1,desconto_maior_que_pedido
453,39,Nordeste,27,50453,1246.46,3,50.38,8,2,3,42.95,1,1,10,2.7,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
461,61,Sul,67,50461,479.87,3,26.22,2,2,2,39.5,2,1,0,6.3,0,4,6.9,1,1,1,atraso_maior_que_tempo_entrega
481,57,Sudeste,86,50481,252.04,6,20.34,7,4,5,36.92,3,2,6,1.5,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
485,47,Nordeste,13,50485,538.64,6,34.79,5,4,4,47.44,3,0,0,4.4,0,2,6.3,1,0,1,atraso_maior_que_tempo_entrega
493,26,Centro-Oeste,82,50493,282.08,3,28.8,8,4,4,35.88,1,2,10,1.9,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
498,44,Nordeste,14,50498,493.21,4,75.05,7,2,3,23.87,1,0,3,5.2,0,4,4.2,1,0,1,atraso_maior_que_tempo_entrega
508,38,Norte,73,50508,973.75,6,14.22,10,3,4,22.49,2,1,1,4.7,0,4,3.9,1,1,1,atraso_maior_que_tempo_entrega
510,30,Sul,117,50510,520.24,2,31.98,8,3,3,18.01,3,4,0,4.2,0,10,2.2,1,1,1,atraso_maior_que_tempo_entrega
512,64,Norte,34,50512,340.75,2,17.28,3,2,5,33.78,3,1,3,0.0,0,3,1.3,1,1,1,atraso_maior_que_tempo_entrega
522,69,Sul,112,50522,829.75,3,89.86,4,4,5,44.43,1,2,1,1.9,0,4,1.9,1,1,1,atraso_maior_que_tempo_entrega
527,47,Norte,76,50527,93.2,6,10.29,6,3,3,46.24,2,1,4,4.2,0,3,2.2,1,1,1,atraso_maior_que_tempo_entrega
552,37,Sudeste,49,50552,721.41,6,9.43,7,2,2,63.28,1,1,10,3.4,0,4,1.3,1,1,1,atraso_maior_que_tempo_entrega
586,63,Norte,66,50586,545.98,5,18.22,2,2,2,42.4,3,2,8,6.4,0,3,1.6,1,1,1,atraso_maior_que_tempo_entrega
595,51,Centro-Oeste,53,50595,409.77,6,8.23,3,5,5,43.93,2,1,10,0.2,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
614,31,Centro-Oeste,60,50614,366.07,6,14.83,3,3,3,33.67,2,3,10,1.3,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
621,39,Sudeste,62,50621,143.57,5,75.76,6,2,2,52.09,2,1,11,2.6,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
623,38,Norte,32,50623,584.26,4,197.07,11,3,3,30.05,2,0,0,6.0,0,2,5.9,1,0,1,atraso_maior_que_tempo_entrega
627,44,Norte,3,50627,296.05,5,29.13,11,2,3,36.82,3,1,7,5.6,0,3,1.9,1,1,1,atraso_maior_que_tempo_entrega
651,24,Centro-Oeste,32,50651,479.61,3,40.16,4,5,5,40.34,2,2,2,1.8,0,6,2.4,1,1,1,atraso_maior_que_tempo_entrega
696,39,Sul,44,50696,667.52,3,91.28,6,3,4,27.22,2,0,3,6.5,0,2,3.0,1,0,1,atraso_maior_que_tempo_entrega
698,35,Sudeste,55,50698,116.91,2,44.76,1,2,4,44.52,1,2,1,0.0,0,5,3.8,1,1,1,atraso_maior_que_tempo_entrega
703,54,Sul,86,50703,389.97,2,0.12,5,3,4,29.93,2,3,5,3.5,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
706,59,Centro-Oeste,46,50706,241.86,3,149.5,11,3,4,52.68,3,1,9,4.4,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
717,35,Norte,108,50717,843.11,5,3.37,3,2,2,48.89,3,2,11,3.2,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
718,57,Sul,6,50718,27.01,2,83.21,1,2,0,30.99,1,0,3,5.6,0,1,7.8,0,0,1,desconto_maior_que_pedido
727,45,Norte,55,50727,1072.6,2,2.58,11,2,4,18.52,2,1,7,5.6,0,4,0.5,1,1,1,atraso_maior_que_tempo_entrega
734,25,Nordeste,42,50734,529.51,6,39.41,9,2,3,40.72,3,1,1,4.5,0,4,6.2,1,1,1,atraso_maior_que_tempo_entrega
765,66,Norte,54,50765,1152.0,6,32.08,8,4,4,57.77,3,1,1,2.8,0,4,3.2,1,1,1,atraso_maior_que_tempo_entrega
766,31,Nordeste,98,50766,927.89,4,9.68,3,2,4,53.8,2,0,2,6.2,0,1,4.7,1,0,1,atraso_maior_que_tempo_entrega
784,55,Sul,102,50784,1386.85,5,0.15,11,3,5,45.19,2,1,9,2.7,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
799,40,Sul,68,50799,55.54,5,71.45,3,4,2,52.16,2,3,2,3.0,0,5,3.5,1,1,1,desconto_maior_que_pedido
813,47,Nordeste,50,50813,64.11,3,3.31,9,2,2,36.24,3,1,7,6.4,0,4,3.4,1,1,1,atraso_maior_que_tempo_entrega
824,63,Sudeste,32,50824,83.34,2,0.46,7,2,2,48.56,2,2,4,0.9,0,4,2.7,1,1,1,atraso_maior_que_tempo_entrega
828,41,Norte,69,50828,162.27,2,57.98,8,2,2,27.13,3,1,5,6.8,0,3,3.1,1,1,1,atraso_maior_que_tempo_entrega
836,32,Centro-Oeste,17,50836,373.43,2,9.42,5,3,5,39.86,2,1,6,0.0,0,3,0.4,1,1,1,atraso_maior_que_tempo_entrega
856,31,Sul,99,50856,409.38,1,17.45,8,2,3,28.44,1,2,2,2.2,0,6,4.1,1,1,1,atraso_maior_que_tempo_entrega
868,45,Centro-Oeste,20,50868,35.78,5,52.6,5,4,1,17.44,1,2,11,5.0,0,5,0.1,1,1,1,desconto_maior_que_pedido
870,35,Nordeste,30,50870,408.93,6,29.91,4,2,5,25.09,3,1,5,0.0,0,3,0.3,1,1,1,atraso_maior_que_tempo_entrega
878,29,Sul,63,50878,522.65,3,53.95,7,4,5,43.43,1,2,3,2.5,0,5,0.9,1,1,1,atraso_maior_que_tempo_entrega
881,60,Nordeste,117,50881,7.76,4,29.21,1,6,4,25.37,1,3,7,2.5,0,7,0.0,1,1,1,desconto_maior_que_pedido
884,39,Centro-Oeste,22,50884,306.9,3,16.22,1,3,3,33.04,2,2,0,4.3,0,4,3.7,1,1,1,atraso_maior_que_tempo_entrega
896,42,Sul,101,50896,42.09,6,48.13,5,2,2,33.29,2,1,2,2.8,0,4,5.7,1,1,1,atraso_maior_que_tempo_entrega; desconto_maior_que_pedido
901,60,Centro-Oeste,55,50901,341.01,3,16.72,4,3,3,49.54,1,0,7,4.9,0,4,3.0,1,0,1,atraso_maior_que_tempo_entrega
903,67,Sudeste,119,50903,149.3,1,63.46,4,3,3,36.7,1,2,7,2.4,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
909,41,Nordeste,71,50909,12.13,1,35.19,8,4,4,29.34,1,1,9,3.4,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega; desconto_maior_que_pedido
910,37,Centro-Oeste,18,50910,483.13,5,40.22,7,2,3,38.02,3,2,0,3.8,0,5,4.4,1,1,1,atraso_maior_que_tempo_entrega
912,41,Sudeste,116,50912,233.15,6,12.3,5,2,4,37.59,2,1,0,4.5,0,4,4.0,1,1,1,atraso_maior_que_tempo_entrega
919,18,Norte,23,50919,232.63,6,6.27,2,3,3,52.6,1,3,4,2.4,0,6,0.7,1,1,1,atraso_maior_que_tempo_entrega
926,43,Nordeste,19,50926,1197.2,5,36.42,10,2,3,31.84,2,4,1,3.9,0,7,1.7,1,1,1,atraso_maior_que_tempo_entrega
929,19,Sul,83,50929,122.65,3,13.89,4,2,2,29.02,2,2,7,4.9,0,7,1.6,1,1,1,atraso_maior_que_tempo_entrega
934,47,Nordeste,16,50934,302.88,4,72.49,5,2,6,39.62,3,1,6,0.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
944,52,Nordeste,5,50944,243.15,4,14.69,9,3,3,49.71,2,1,1,3.8,0,4,5.4,1,1,1,atraso_maior_que_tempo_entrega
948,69,Sudeste,76,50948,97.74,5,115.67,11,8,1,42.13,1,0,3,8.0,1,3,7.1,1,0,1,desconto_maior_que_pedido
984,38,Nordeste,72,50984,213.31,4,45.78,4,3,3,51.85,2,2,0,3.6,0,4,4.2,1,1,1,atraso_maior_que_tempo_entrega
1010,59,Centro-Oeste,117,51010,155.44,5,39.09,11,3,5,43.63,3,0,5,1.9,0,4,1.6,1,0,1,atraso_maior_que_tempo_entrega
1020,59,Nordeste,35,51020,23.06,6,52.52,9,6,2,16.46,1,3,5,6.2,0,5,1.4,1,1,1,desconto_maior_que_pedido
1038,20,Sudeste,3,51038,80.05,5,25.79,9,2,4,36.66,3,1,8,1.8,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1042,32,Centro-Oeste,104,51042,347.61,5,4.42,2,2,4,23.83,1,2,3,4.2,0,7,2.8,1,1,1,atraso_maior_que_tempo_entrega
1046,54,Centro-Oeste,7,51046,160.92,1,14.39,11,5,7,51.92,3,1,5,0.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1051,22,Nordeste,115,51051,328.88,4,24.7,5,2,2,25.37,2,1,8,5.6,0,3,2.4,1,1,1,atraso_maior_que_tempo_entrega
1057,43,Norte,34,51057,665.48,3,44.01,2,3,4,36.6,1,2,4,0.0,0,4,1.4,1,1,1,atraso_maior_que_tempo_entrega
1082,27,Sudeste,85,51082,1136.38,1,70.64,10,2,4,17.23,1,1,2,5.4,0,6,3.9,1,1,1,atraso_maior_que_tempo_entrega
1087,66,Sul,23,51087,526.92,4,1.39,10,2,2,41.45,3,1,6,0.0,0,4,4.2,1,1,1,atraso_maior_que_tempo_entrega
1093,48,Nordeste,104,51093,540.3,3,42.27,11,2,3,40.85,3,3,11,0.0,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
1097,27,Nordeste,48,51097,112.19,1,119.93,3,5,2,18.1,2,1,6,8.5,1,2,3.4,1,1,1,desconto_maior_que_pedido
1106,52,Sudeste,116,51106,110.48,2,30.15,5,2,2,19.39,1,2,4,6.6,0,5,2.8,1,1,1,atraso_maior_que_tempo_entrega
1112,53,Norte,103,51112,839.25,2,56.7,1,3,4,31.87,1,2,11,1.6,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1118,45,Norte,9,51118,220.56,4,21.78,2,2,2,42.22,2,0,3,5.1,0,2,5.6,1,0,1,atraso_maior_que_tempo_entrega
1129,61,Sudeste,55,51129,816.09,3,14.98,11,3,3,49.61,2,3,5,2.5,0,5,0.3,1,1,1,atraso_maior_que_tempo_entrega
1137,22,Sul,103,51137,72.67,3,20.24,5,2,2,43.21,2,3,0,4.5,0,7,4.0,1,1,1,atraso_maior_que_tempo_entrega
1141,26,Centro-Oeste,117,51141,649.44,3,4.71,7,2,2,42.08,1,1,11,5.3,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1173,50,Sul,8,51173,124.93,3,26.82,6,5,5,60.23,1,2,2,0.2,0,5,1.8,1,1,1,atraso_maior_que_tempo_entrega
1175,57,Nordeste,98,51175,378.26,2,22.81,6,3,4,44.84,2,1,11,0.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1180,61,Nordeste,84,51180,83.92,4,14.2,8,4,4,40.02,2,1,11,0.8,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1190,34,Norte,66,51190,407.43,3,3.62,4,2,2,46.36,1,5,9,0.4,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
1191,34,Norte,95,51191,172.0,4,14.71,10,2,4,24.84,2,2,4,3.7,0,4,0.6,1,1,1,atraso_maior_que_tempo_entrega
1200,69,Sudeste,73,51200,483.66,2,20.82,10,3,3,39.08,3,1,7,2.1,0,5,0.7,1,1,1,atraso_maior_que_tempo_entrega
1206,58,Centro-Oeste,86,51206,1276.13,4,87.36,8,3,3,21.05,2,5,10,0.0,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
1216,59,Sudeste,9,51216,126.96,5,9.42,5,2,2,36.17,2,1,4,1.9,0,6,3.9,1,1,1,atraso_maior_que_tempo_entrega
1265,39,Sul,73,51265,256.69,5,41.81,11,3,3,27.06,2,0,5,3.6,0,3,3.2,1,0,1,atraso_maior_que_tempo_entrega
1267,62,Sul,49,51267,37.17,5,52.52,6,9,3,26.22,1,1,8,4.3,0,3,0.4,1,1,1,desconto_maior_que_pedido
1269,49,Sul,111,51269,652.4,6,12.79,8,3,5,38.21,1,1,8,0.2,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1287,20,Nordeste,32,51287,424.14,3,0.42,3,2,5,26.43,3,2,0,1.4,0,4,1.8,1,1,1,atraso_maior_que_tempo_entrega
1293,63,Centro-Oeste,118,51293,403.59,1,28.73,11,2,2,46.69,3,0,9,4.5,0,2,2.1,1,0,1,atraso_maior_que_tempo_entrega
1295,20,Centro-Oeste,59,51295,159.86,5,18.96,3,3,4,23.9,3,1,11,0.9,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1316,31,Centro-Oeste,113,51316,73.61,4,29.85,3,3,3,43.21,3,1,2,0.0,0,3,4.3,1,1,1,atraso_maior_que_tempo_entrega
1318,42,Sudeste,119,51318,487.05,1,2.02,6,3,6,33.21,3,2,9,1.2,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1319,36,Norte,66,51319,308.59,6,13.33,5,5,5,41.98,3,0,7,4.6,0,4,0.9,1,0,1,atraso_maior_que_tempo_entrega
1337,20,Centro-Oeste,9,51337,106.28,6,9.72,4,3,6,46.73,1,1,7,0.3,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1340,26,Nordeste,54,51340,443.04,1,4.09,1,3,3,42.22,3,1,2,2.7,0,4,4.1,1,1,1,atraso_maior_que_tempo_entrega
1342,50,Norte,27,51342,452.2,1,7.46,11,3,3,26.1,2,2,0,2.8,0,6,3.7,1,1,1,atraso_maior_que_tempo_entrega
1344,43,Sul,3,51344,499.62,1,43.79,4,3,5,47.72,1,1,5,2.2,0,3,1.2,1,1,1,atraso_maior_que_tempo_entrega
1356,65,Norte,53,51356,438.07,5,20.56,10,2,3,40.28,3,0,6,1.2,0,3,3.3,1,0,1,atraso_maior_que_tempo_entrega
1364,24,Centro-Oeste,35,51364,68.85,1,140.73,9,13,0,43.23,3,0,4,9.8,1,1,7.5,0,0,1,desconto_maior_que_pedido
1368,39,Norte,4,51368,346.08,2,27.88,7,4,6,26.5,3,1,11,1.5,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1381,34,Norte,13,51381,1036.63,6,34.79,6,3,3,45.96,1,0,5,5.2,0,3,3.0,1,0,1,atraso_maior_que_tempo_entrega
1384,39,Sudeste,42,51384,58.0,3,7.64,2,2,2,47.46,2,1,2,3.4,0,4,5.8,1,1,1,atraso_maior_que_tempo_entrega
1390,37,Norte,54,51390,1463.84,5,16.9,7,3,3,26.05,3,2,0,3.4,0,4,4.8,1,1,1,atraso_maior_que_tempo_entrega
1391,29,Norte,108,51391,800.38,5,44.6,2,2,3,45.79,2,3,11,1.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1405,65,Nordeste,104,51405,68.2,6,197.6,3,7,1,26.64,3,1,2,8.1,1,2,7.1,1,1,1,desconto_maior_que_pedido
1406,49,Sul,65,51406,194.45,4,72.38,2,3,3,31.22,1,4,10,0.0,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1416,41,Norte,26,51416,560.4,5,18.52,10,2,4,37.7,2,1,9,1.2,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1437,43,Sudeste,33,51437,560.69,4,60.52,6,4,7,70.98,3,2,7,0.2,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
1441,53,Centro-Oeste,69,51441,362.46,4,5.46,4,3,5,18.89,3,0,9,3.5,0,3,0.0,1,0,1,atraso_maior_que_tempo_entrega
1447,29,Nordeste,26,51447,493.02,4,11.28,2,3,4,38.63,1,1,2,2.0,0,3,4.5,1,1,1,atraso_maior_que_tempo_entrega
1457,52,Norte,35,51457,250.99,3,1.29,1,4,4,38.52,1,1,10,1.1,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1484,39,Norte,49,51484,387.3,4,10.41,11,4,4,28.6,3,5,8,0.0,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
1496,31,Sul,102,51496,136.43,1,16.92,1,2,4,39.46,3,0,8,1.8,0,3,0.5,1,0,1,atraso_maior_que_tempo_entrega
1508,68,Sudeste,33,51508,132.71,2,42.15,3,4,4,45.22,1,2,8,0.1,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1516,42,Nordeste,24,51516,381.68,3,3.5,9,3,4,55.32,3,0,2,3.5,0,3,4.0,1,0,1,atraso_maior_que_tempo_entrega
1525,69,Sul,96,51525,262.47,1,28.2,5,2,2,31.43,2,1,3,6.0,0,3,4.6,1,1,1,atraso_maior_que_tempo_entrega
1530,44,Sudeste,80,51530,404.4,2,12.49,10,5,5,25.46,2,1,10,0.7,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1534,23,Centro-Oeste,110,51534,453.33,5,129.59,8,2,2,42.95,1,2,7,0.0,0,5,1.9,1,1,1,atraso_maior_que_tempo_entrega
1535,60,Sudeste,45,51535,289.33,1,14.56,9,2,3,21.79,2,1,10,1.6,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1541,62,Norte,45,51541,719.25,4,5.28,6,2,2,34.49,1,1,0,8.2,1,4,6.7,1,1,1,atraso_maior_que_tempo_entrega
