customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,had_delivery_delay,had_customer_service_contact,had_complaint,inconsistency_reason
213,43,Centro-Oeste,75,50213,869.54,4,21.59,8,2,3,57.59,3,0,11,2.8,0,2,0.4,1,0,1,atraso_maior_que_tempo_entrega
221,41,Sul,78,50221,780.75,2,67.15,7,2,3,64.47,2,0,4,5.2,0,3,3.7,1,0,1,atraso_maior_que_tempo_entrega
269,27,Nordeste,59,50269,1372.36,3,49.19,6,2,4,39.96,3,1,11,4.0,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
271,59,Nordeste,80,50271,79.93,2,129.11,6,2,4,27.59,1,1,1,1.1,0,3,4.8,1,1,1,atraso_maior_que_tempo_entrega; desconto_maior_que_pedido
274,58,Norte,11,50274,47.07,1,50.24,3,7,2,32.58,1,1,11,4.4,0,4,0.0,1,1,1,desconto_maior_que_pedido
289,41,Sudeste,82,50289,1273.41,3,0.27,4,2,5,17.28,2,0,2,2.7,0,3,3.5,1,0,1,atraso_maior_que_tempo_entrega
298,64,Centro-Oeste,7,50298,59.81,4,64.05,3,9,1,34.68,2,3,5,0.6,0,5,3.7,1,1,1,desconto_maior_que_pedido
308,19,Centro-Oeste,48,50308,143.79,2,35.31,4,2,4,43.31,1,3,0,4.1,0,7,2.7,1,1,1,atraso_maior_que_tempo_entrega
314,57,Sudeste,111,50314,265.48,5,12.86,2,2,4,38.92,3,0,10,2.0,0,4,0.0,1,0,1,atraso_maior_que_tempo_entrega
319,35,Norte,107,50319,27.57,1,44.05,11,14,1,26.09,2,0,3,2.8,0,2,6.6,1,0,1,desconto_maior_que_pedido
349,35,Norte,14,50349,199.86,6,35.78,8,3,4,32.52,3,0,4,4.1,0,3,2.1,1,0,1,atraso_maior_que_tempo_entrega
350,39,Sul,97,50350,22.06,5,41.75,4,8,3,31.92,1,1,7,3.8,0,5,1.3,1,1,1,desconto_maior_que_pedido
360,56,Sudeste,52,50360,28.27,3,30.59,4,13,3,37.13,3,0,10,1.9,0,3,0.7,1,0,1,desconto_maior_que_pedido
388,69,Norte,3,50388,197.86,4,30.33,5,3,5,37.07,2,0,8,2.6,0,4,0.0,1,0,1,atraso_maior_que_tempo_entrega
392,58,Sudeste,78,50392,73.27,6,95.71,10,8,4,32.88,2,3,3,1.6,0,6,2.4,1,1,1,desconto_maior_que_pedido
404,45,Norte,37,50404,584.88,4,37.6,10,2,3,50.13,2,1,1,5.7,0,3,4.7,1,1,1,atraso_maior_que_tempo_entrega
407,64,Sul,110,50407,576.64,4,1.5,2,2,7,30.6,2,0,10,0.9,0,2,0.0,1,0,1,atraso_maior_que_tempo_entrega
409,36,Norte,96,50409,912.65,1,6.72,11,4,5,40.62,3,5,0,0.0,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
442,38,Centro-Oeste,66,50442,37.84,2,74.94,9,10,3,37.44,3,5,0,1.3,0,11,2.3,1,1,1,desconto_maior_que_pedido
453,39,Nordeste,27,50453,1246.46,3,50.38,8,2,3,42.95,1,1,10,2.7,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
481,57,Sudeste,86,50481,252.04,6,20.34,7,4,5,36.92,3,2,6,1.5,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
498,44,Nordeste,14,50498,493.21,4,75.05,7,2,3,23.87,1,0,3,5.2,0,4,4.2,1,0,1,atraso_maior_que_tempo_entrega
508,38,Norte,73,50508,973.75,6,14.22,10,3,4,22.49,2,1,1,4.7,0,4,3.9,1,1,1,atraso_maior_que_tempo_entrega
512,64,Norte,34,50512,340.75,2,17.28,3,2,5,33.78,3,1,3,0.0,0,3,1.3,1,1,1,atraso_maior_que_tempo_entrega
522,69,Sul,112,50522,829.75,3,89.86,4,4,5,44.43,1,2,1,1.9,0,4,1.9,1,1,1,atraso_maior_que_tempo_entrega
627,44,Norte,3,50627,296.05,5,29.13,11,2,3,36.82,3,1,7,5.6,0,3,1.9,1,1,1,atraso_maior_que_tempo_entrega
696,39,Sul,44,50696,667.52,3,91.28,6,3,4,27.22,2,0,3,6.5,0,2,3.0,1,0,1,atraso_maior_que_tempo_entrega
698,35,Sudeste,55,50698,116.91,2,44.76,1,2,4,44.52,1,2,1,0.0,0,5,3.8,1,1,1,atraso_maior_que_tempo_entrega
703,54,Sul,86,50703,389.97,2,0.12,5,3,4,29.93,2,3,5,3.5,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
706,59,Centro-Oeste,46,50706,241.86,3,149.5,11,3,4,52.68,3,1,9,4.4,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
718,57,Sul,6,50718,27.01,2,83.21,1,2,0,30.99,1,0,3,5.6,0,1,7.8,0,0,1,desconto_maior_que_pedido
727,45,Norte,55,50727,1072.6,2,2.58,11,2,4,18.52,2,1,7,5.6,0,4,0.5,1,1,1,atraso_maior_que_tempo_entrega
734,25,Nordeste,42,50734,529.51,6,39.41,9,2,3,40.72,3,1,1,4.5,0,4,6.2,1,1,1,atraso_maior_que_tempo_entrega
766,31,Nordeste,98,50766,927.89,4,9.68,3,2,4,53.8,2,0,2,6.2,0,1,4.7,1,0,1,atraso_maior_que_tempo_entrega
784,55,Sul,102,50784,1386.85,5,0.15,11,3,5,45.19,2,1,9,2.7,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
799,40,Sul,68,50799,55.54,5,71.45,3,4,2,52.16,2,3,2,3.0,0,5,3.5,1,1,1,desconto_maior_que_pedido
836,32,Centro-Oeste,17,50836,373.43,2,9.42,5,3,5,39.86,2,1,6,0.0,0,3,0.4,1,1,1,atraso_maior_que_tempo_entrega
856,31,Sul,99,50856,409.38,1,17.45,8,2,3,28.44,1,2,2,2.2,0,6,4.1,1,1,1,atraso_maior_que_tempo_entrega
868,45,Centro-Oeste,20,50868,35.78,5,52.6,5,4,1,17.44,1,2,11,5.0,0,5,0.1,1,1,1,desconto_maior_que_pedido
870,35,Nordeste,30,50870,408.93,6,29.91,4,2,5,25.09,3,1,5,0.0,0,3,0.3,1,1,1,atraso_maior_que_tempo_entrega
878,29,Sul,63,50878,522.65,3,53.95,7,4,5,43.43,1,2,3,2.5,0,5,0.9,1,1,1,atraso_maior_que_tempo_entrega
881,60,Nordeste,117,50881,7.76,4,29.21,1,6,4,25.37,1,3,7,2.5,0,7,0.0,1,1,1,desconto_maior_que_pedido
896,42,Sul,101,50896,42.09,6,48.13,5,2,2,33.29,2,1,2,2.8,0,4,5.7,1,1,1,desconto_maior_que_pedido
909,41,Nordeste,71,50909,12.13,1,35.19,8,4,4,29.34,1,1,9,3.4,0,4,0.0,1,1,1,desconto_maior_que_pedido
910,37,Centro-Oeste,18,50910,483.13,5,40.22,7,2,3,38.02,3,2,0,3.8,0,5,4.4,1,1,1,atraso_maior_que_tempo_entrega
912,41,Sudeste,116,50912,233.15,6,12.3,5,2,4,37.59,2,1,0,4.5,0,4,4.0,1,1,1,atraso_maior_que_tempo_entrega
926,43,Nordeste,19,50926,1197.2,5,36.42,10,2,3,31.84,2,4,1,3.9,0,7,1.7,1,1,1,atraso_maior_que_tempo_entrega
934,47,Nordeste,16,50934,302.88,4,72.49,5,2,6,39.62,3,1,6,0.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
948,69,Sudeste,76,50948,97.74,5,115.67,11,8,1,42.13,1,0,3,8.0,1,3,7.1,1,0,1,desconto_maior_que_pedido
1010,59,Centro-Oeste,117,51010,155.44,5,39.09,11,3,5,43.63,3,0,5,1.9,0,4,1.6,1,0,1,atraso_maior_que_tempo_entrega
1020,59,Nordeste,35,51020,23.06,6,52.52,9,6,2,16.46,1,3,5,6.2,0,5,1.4,1,1,1,desconto_maior_que_pedido
1038,20,Sudeste,3,51038,80.05,5,25.79,9,2,4,36.66,3,1,8,1.8,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1042,32,Centro-Oeste,104,51042,347.61,5,4.42,2,2,4,23.83,1,2,3,4.2,0,7,2.8,1,1,1,atraso_maior_que_tempo_entrega
1046,54,Centro-Oeste,7,51046,160.92,1,14.39,11,5,7,51.92,3,1,5,0.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1057,43,Norte,34,51057,665.48,3,44.01,2,3,4,36.6,1,2,4,0.0,0,4,1.4,1,1,1,atraso_maior_que_tempo_entrega
1082,27,Sudeste,85,51082,1136.38,1,70.64,10,2,4,17.23,1,1,2,5.4,0,6,3.9,1,1,1,atraso_maior_que_tempo_entrega
1093,48,Nordeste,104,51093,540.3,3,42.27,11,2,3,40.85,3,3,11,0.0,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
1097,27,Nordeste,48,51097,112.19,1,119.93,3,5,2,18.1,2,1,6,8.5,1,2,3.4,1,1,1,desconto_maior_que_pedido
1112,53,Norte,103,51112,839.25,2,56.7,1,3,4,31.87,1,2,11,1.6,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1175,57,Nordeste,98,51175,378.26,2,22.81,6,3,4,44.84,2,1,11,0.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1191,34,Norte,95,51191,172.0,4,14.71,10,2,4,24.84,2,2,4,3.7,0,4,0.6,1,1,1,atraso_maior_que_tempo_entrega
1267,62,Sul,49,51267,37.17,5,52.52,6,9,3,26.22,1,1,8,4.3,0,3,0.4,1,1,1,desconto_maior_que_pedido
1269,49,Sul,111,51269,652.4,6,12.79,8,3,5,38.21,1,1,8,0.2,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1287,20,Nordeste,32,51287,424.14,3,0.42,3,2,5,26.43,3,2,0,1.4,0,4,1.8,1,1,1,atraso_maior_que_tempo_entrega
1295,20,Centro-Oeste,59,51295,159.86,5,18.96,3,3,4,23.9,3,1,11,0.9,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1318,42,Sudeste,119,51318,487.05,1,2.02,6,3,6,33.21,3,2,9,1.2,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1337,20,Centro-Oeste,9,51337,106.28,6,9.72,4,3,6,46.73,1,1,7,0.3,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1344,43,Sul,3,51344,499.62,1,43.79,4,3,5,47.72,1,1,5,2.2,0,3,1.2,1,1,1,atraso_maior_que_tempo_entrega
1356,65,Norte,53,51356,438.07,5,20.56,10,2,3,40.28,3,0,6,1.2,0,3,3.3,1,0,1,atraso_maior_que_tempo_entrega
1364,24,Centro-Oeste,35,51364,68.85,1,140.73,9,13,0,43.23,3,0,4,9.8,1,1,7.5,0,0,1,desconto_maior_que_pedido
1368,39,Norte,4,51368,346.08,2,27.88,7,4,6,26.5,3,1,11,1.5,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1391,29,Norte,108,51391,800.38,5,44.6,2,2,3,45.79,2,3,11,1.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1405,65,Nordeste,104,51405,68.2,6,197.6,3,7,1,26.64,3,1,2,8.1,1,2,7.1,1,1,1,desconto_maior_que_pedido
1416,41,Norte,26,51416,560.4,5,18.52,10,2,4,37.7,2,1,9,1.2,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1437,43,Sudeste,33,51437,560.69,4,60.52,6,4,7,70.98,3,2,7,0.2,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
1441,53,Centro-Oeste,69,51441,362.46,4,5.46,4,3,5,18.89,3,0,9,3.5,0,3,0.0,1,0,1,atraso_maior_que_tempo_entrega
1447,29,Nordeste,26,51447,493.02,4,11.28,2,3,4,38.63,1,1,2,2.0,0,3,4.5,1,1,1,atraso_maior_que_tempo_entrega
1496,31,Sul,102,51496,136.43,1,16.92,1,2,4,39.46,3,0,8,1.8,0,3,0.5,1,0,1,atraso_maior_que_tempo_entrega
1516,42,Nordeste,24,51516,381.68,3,3.5,9,3,4,55.32,3,0,2,3.5,0,3,4.0,1,0,1,atraso_maior_que_tempo_entrega
1535,60,Sudeste,45,51535,289.33,1,14.56,9,2,3,21.79,2,1,10,1.6,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1550,66,Norte,55,51550,219.74,6,71.01,6,3,4,50.99,2,0,5,2.8,0,3,3.0,1,0,1,atraso_maior_que_tempo_entrega
1559,41,Sudeste,80,51559,420.4,4,23.1,7,4,7,19.06,2,1,0,0.0,0,4,1.7,1,1,1,atraso_maior_que_tempo_entrega
1596,23,Sul,86,51596,535.4,4,18.02,11,2,3,48.1,2,3,6,2.5,0,6,0.1,1,1,1,atraso_maior_que_tempo_entrega
1598,50,Norte,118,51598,316.61,4,39.48,5,4,8,36.26,2,2,1,0.0,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1622,51,Norte,63,51622,64.87,4,83.33,9,14,1,38.01,3,1,0,9.9,1,3,7.8,1,1,1,desconto_maior_que_pedido
1631,56,Sudeste,102,51631,257.43,1,13.14,4,2,4,29.74,3,3,0,0.0,0,6,2.3,1,1,1,atraso_maior_que_tempo_entrega
1643,19,Centro-Oeste,47,51643,308.64,4,22.93,4,2,3,47.16,3,3,3,3.2,0,7,2.9,1,1,1,atraso_maior_que_tempo_entrega
1644,29,Sul,1,51644,846.57,2,23.25,9,5,6,37.5,3,3,7,0.0,0,8,0.0,1,1,1,atraso_maior_que_tempo_entrega
1654,21,Centro-Oeste,20,51654,364.59,2,24.54,8,3,7,25.51,3,1,6,0.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1671,67,Sudeste,107,51671,364.16,4,77.68,8,2,3,61.51,2,2,4,3.1,0,4,2.8,1,1,1,atraso_maior_que_tempo_entrega
1694,32,Sul,55,51694,107.37,4,121.72,2,12,1,22.03,3,4,10,3.4,0,8,0.0,1,1,1,desconto_maior_que_pedido
1715,54,Nordeste,63,51715,27.48,3,35.83,11,4,2,33.63,2,3,9,1.4,0,8,0.0,1,1,1,desconto_maior_que_pedido
1717,20,Centro-Oeste,39,51717,709.72,2,6.81,11,4,5,38.5,2,2,5,4.9,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1730,67,Sudeste,112,51730,89.36,6,18.72,10,2,3,19.86,1,3,10,3.2,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1750,40,Sul,115,51750,262.62,3,8.32,3,4,6,46.55,2,1,0,0.7,0,3,2.3,1,1,1,atraso_maior_que_tempo_entrega
1763,47,Sul,115,51763,522.64,6,2.87,2,3,7,45.93,1,2,10,0.0,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1778,69,Nordeste,93,51778,110.52,2,181.97,4,5,2,56.5,3,3,2,2.3,0,5,3.7,1,1,1,desconto_maior_que_pedido
1784,26,Sul,46,51784,512.0,5,34.04,10,2,3,69.43,3,4,8,1.1,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
1791,33,Centro-Oeste,2,51791,892.36,3,31.72,11,2,3,35.06,3,1,7,3.9,0,4,1.3,1,1,1,atraso_maior_que_tempo_entrega
1805,36,Centro-Oeste,58,51805,242.06,3,33.33,6,2,6,39.08,3,3,5,0.0,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1819,67,Nordeste,37,51819,28.41,3,63.62,10,8,3,26.79,2,1,6,1.5,0,3,1.4,1,1,1,desconto_maior_que_pedido
1841,20,Norte,64,51841,214.06,3,29.29,10,2,4,32.05,2,3,11,0.0,0,7,0.0,1,1,1,atraso_maior_que_tempo_entrega
1866,66,Sul,109,51866,448.69,1,23.87,10,2,4,33.67,2,0,6,2.0,0,4,2.5,1,0,1,atraso_maior_que_tempo_entrega
1878,51,Norte,49,51878,51.11,2,59.81,3,10,0,40.03,1,1,9,4.0,0,3,2.6,0,1,1,desconto_maior_que_pedido
1881,56,Sul,38,51881,324.18,5,1.37,3,3,4,42.46,3,2,11,1.8,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
1898,49,Nordeste,95,51898,259.39,1,8.78,5,2,5,56.7,3,0,0,3.9,0,4,3.7,1,0,1,atraso_maior_que_tempo_entrega
1901,34,Norte,28,51901,196.84,6,5.52,2,2,4,41.18,1,2,8,2.4,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
1928,22,Nordeste,20,51928,560.06,5,2.76,5,2,4,16.11,1,1,2,1.0,0,4,2.9,1,1,1,atraso_maior_que_tempo_entrega
1933,20,Nordeste,44,51933,756.14,5,114.99,4,3,4,51.66,3,4,4,2.4,0,7,0.2,1,1,1,atraso_maior_que_tempo_entrega
1938,23,Sul,95,51938,372.87,5,64.61,7,3,5,52.56,1,0,8,0.5,0,2,0.0,1,0,1,atraso_maior_que_tempo_entrega
1958,52,Sul,21,51958,764.43,3,4.78,3,3,4,52.18,2,0,0,6.1,0,2,5.5,1,0,1,atraso_maior_que_tempo_entrega
1973,56,Centro-Oeste,63,51973,419.32,3,6.0,8,3,4,43.58,2,0,3,5.5,0,3,2.6,1,0,1,atraso_maior_que_tempo_entrega
1989,28,Sul,95,51989,533.7,6,31.85,5,2,3,30.66,2,1,11,2.0,0,3,0.0,1,1,1,atraso_maior_que_tempo_entrega
1990,54,Sul,30,51990,66.57,1,21.54,4,2,4,22.62,2,1,11,1.6,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
2000,57,Nordeste,20,52000,94.62,4,45.77,1,3,5,36.95,3,1,10,0.0,0,4,0.0,1,1,1,atraso_maior_que_tempo_entrega
2007,68,Sudeste,84,52007,628.69,4,47.48,5,2,4,40.79,1,2,2,2.2,0,5,1.7,1,1,1,atraso_maior_que_tempo_entrega
2034,52,Centro-Oeste,45,52034,339.28,5,13.64,8,3,4,6.13,3,4,6,0.0,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2035,32,Sul,97,52035,217.15,3,22.53,8,2,6,30.65,3,3,3,0.2,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2073,60,Norte,94,52073,93.21,4,2.75,10,4,5,49.82,1,4,4,0.6,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2077,37,Centro-Oeste,27,52077,636.38,5,5.54,10,2,3,42.42,2,1,1,4.5,0,4,5.1,1,1,1,atraso_maior_que_tempo_entrega
2100,23,Norte,11,52100,137.54,3,20.85,10,2,3,32.97,1,0,5,4.2,0,2,3.1,1,0,1,atraso_maior_que_tempo_entrega
2132,35,Norte,118,52132,537.47,4,0.63,9,2,4,41.58,3,0,6,1.6,0,2,2.2,1,0,1,atraso_maior_que_tempo_entrega
2136,31,Centro-Oeste,116,52136,39.87,2,58.17,7,5,0,30.57,3,0,5,8.7,1,1,5.0,0,0,1,desconto_maior_que_pedido
2207,69,Norte,43,52207,178.55,6,4.1,4,2,3,28.95,1,0,6,3.4,0,2,1.6,1,0,1,atraso_maior_que_tempo_entrega
2210,20,Nordeste,74,52210,278.49,6,26.36,9,2,3,49.74,1,2,2,1.0,0,4,3.6,1,1,1,atraso_maior_que_tempo_entrega
2212,30,Nordeste,88,52212,831.2,1,143.16,11,2,3,35.4,3,4,10,3.1,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2214,67,Norte,104,52214,1113.83,4,16.97,8,2,5,61.78,2,2,8,3.3,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega
2224,39,Sudeste,85,52224,19.28,1,24.08,3,3,6,27.06,3,1,6,2.3,0,5,0.0,1,1,1,atraso_maior_que_tempo_entrega; desconto_maior_que_pedido
2236,42,Sul,68,52236,912.45,5,16.92,10,2,4,42.95,2,2,5,3.4,0,4,0.2,1,1,1,atraso_maior_que_tempo_entrega
2243,48,Sul,5,52243,33.29,3,41.89,2,12,3,29.92,2,0,2,8.6,1,2,6.1,1,0,1,desconto_maior_que_pedido
2244,31,Centro-Oeste,97,52244,556.18,2,25.01,9,2,5,53.27,2,2,6,0.8,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2265,56,Centro-Oeste,69,52265,341.99,3,6.15,5,3,5,41.34,2,1,4,4.5,0,4,0.2,1,1,1,atraso_maior_que_tempo_entrega
2331,63,Centro-Oeste,6,52331,61.75,4,81.68,6,14,1,62.32,3,3,10,1.3,0,5,0.6,1,1,1,desconto_maior_que_pedido
2342,47,Norte,50,52342,457.36,1,34.52,1,2,3,33.89,1,1,2,2.5,0,3,4.8,1,1,1,atraso_maior_que_tempo_entrega
2390,34,Norte,89,52390,155.97,5,11.39,5,2,3,33.04,1,3,6,0.4,0,6,0.0,1,1,1,atraso_maior_que_tempo_entrega
2429,29,Norte,118,52429,877.54,5,20.54,3,2,3,59.17,1,2,7,2.8,0,5,0.7,1,1,1,atraso_maior_que_tempo_entrega
2457,31,Nordeste,95,52457,30.68,5,99.74,7,14,3,35.41,1,2,9,2.3,0,4,0.0,1,1,1,desconto_maior_que_pedido
